subset_date~date;geo_1~localite;geo_2~filet;pie_1~statut_migrateur;subset_1~statut_agronomique;quantity~quantite;IUCN_id;subset_3_x~espece;link~URL;subset_2~iucn_cat
1880-07-02;Lavelanet;f_001;inconnu;susceptible de provoquer des dégats;3;22693211;Tringa totanus;https://www.iucnredlist.org/species/22693211/86687799;LC
1897-10-19;Peyrissas;f_004;inconnu;auxiliaire;4;22720041;Fringilla montifringilla;https://www.iucnredlist.org/species/22720041/88203665;LC
1888-06-01;Gardouch;f_002;migrateur;auxiliaire;3;22694497;Rissa tridactyla;https://www.iucnredlist.org/species/22694497/155617539;VU
1898-05-04;Peyrissas;f_002;reproducteur;susceptible de provoquer des dégats;3;22693404;Calidris bairdii;https://www.iucnredlist.org/species/22693404/129653281;LC
1872-04-17;Lavelanet;f_003;migrateur;auxiliaire;4;22693464;Calidris falcinellus;https://www.iucnredlist.org/species/22693464/155481741;LC
1892-11-16;Lavelanet;f_007;migrateur;susceptible de provoquer des dégats;4;22720062;Carduelis citrinella;https://www.iucnredlist.org/species/22720062/111124877;LC
1884-09-09;Gardouch;f_004;inconnu;auxiliaire;3;22689362;Aegolius funereus;https://www.iucnredlist.org/species/22689362/93228127;LC
1874-10-25;Peyrissas;f_001;inconnu;susceptible de provoquer des dégats;4;22680492;Mergus merganser;https://www.iucnredlist.org/species/22680492/132054083;LC
1868-06-27;Lavelanet;f_010;reproducteur;susceptible de provoquer des dégats;4;22689714;Chordeiles minor;https://www.iucnredlist.org/species/22689714/93244252;LC
1909-03-30;Peyrissas;f_002;inconnu;auxiliaire;3;22679943;Branta leucopsis;https://www.iucnredlist.org/species/22679943/131909954;LC
1887-08-31;Gardouch;f_004;migrateur;susceptible de provoquer des dégats;2;22680492;Mergus merganser;https://www.iucnredlist.org/species/22680492/132054083;LC
1874-03-11;Lavelanet;f_007;inconnu;auxiliaire;3;22686774;Tachymarptis melba;https://www.iucnredlist.org/species/22686774/86109107;LC
1878-05-15;Gardouch;f_001;inconnu;susceptible de provoquer des dégats;3;22694629;Sterna paradisaea;https://www.iucnredlist.org/species/22694629/132065195;LC
1893-08-21;Lavelanet;f_011;reproducteur;auxiliaire;3;22680174;Anas rubripes;https://www.iucnredlist.org/species/22680174/92848173;LC
1883-06-15;Lavelanet;f_008;reproducteur;auxiliaire;4;22693150;Limosa limosa;https://www.iucnredlist.org/species/22693150/111611637;NT
1894-05-16;Lavelanet;f_006;reproducteur;non concerné;2;22718505;Anthus godlewskii;https://www.iucnredlist.org/species/22718505/94584095;LC
1882-05-21;Lavelanet;f_009;migrateur;susceptible de provoquer des dégats;4;22720441;Linaria cannabina;https://www.iucnredlist.org/species/22720441/132139778;LC
1902-08-09;Lavelanet;f_003;migrateur;non concerné;2;22695174;Gypaetus barbatus;https://www.iucnredlist.org/species/22695174/118590506;NT
1888-07-21;Gardouch;f_004;reproducteur;non concerné;3;22697834;Gavia arctica;https://www.iucnredlist.org/species/22697834/132606505;LC
1888-07-31;Gardouch;f_006;reproducteur;auxiliaire;4;22718644;Prunella atrogularis;https://www.iucnredlist.org/species/22718644/88042898;LC
1895-01-08;Gardouch;f_005;migrateur;susceptible de provoquer des dégats;4;22712427;Petrochelidon pyrrhonota;https://www.iucnredlist.org/species/22712427/94333165;LC
1875-06-23;Lavelanet;f_011;reproducteur;non concerné;3;22680364;Aythya valisineria;https://www.iucnredlist.org/species/22680364/92858752;LC
1880-01-09;Gardouch;f_005;reproducteur;auxiliaire;1;22714736;Acrocephalus dumetorum;https://www.iucnredlist.org/species/22714736/111098258;LC
1908-08-12;Gardouch;f_001;inconnu;auxiliaire;2;22718644;Prunella atrogularis;https://www.iucnredlist.org/species/22718644/88042898;LC
1877-08-19;Lavelanet;f_009;reproducteur;auxiliaire;4;22697008;Ardea melanocephala;https://www.iucnredlist.org/species/22697008/93598165;LC
1904-08-04;Gardouch;f_006;migrateur;non concerné;2;22717285;Melanocorypha calandra;https://www.iucnredlist.org/species/22717285/87485192;LC
1869-01-10;Gardouch;f_001;inconnu;auxiliaire;2;22698132;Bulweria bulwerii;https://www.iucnredlist.org/species/22698132/132627626;LC
1898-03-19;Peyrissas;f_004;migrateur;susceptible de provoquer des dégats;3;22680459;Bucephala islandica;https://www.iucnredlist.org/species/22680459/132530132;LC
1887-09-14;Gardouch;f_001;migrateur;susceptible de provoquer des dégats;3;103815402;Riparia paludicola;https://www.iucnredlist.org/species/103815402/94322868;LC
1907-01-15;Lavelanet;f_009;migrateur;auxiliaire;2;22696362;Falco tinnunculus;https://www.iucnredlist.org/species/22696362/93556429;LC
1904-08-07;Gardouch;f_004;inconnu;auxiliaire;2;22696092;Hieraaetus pennatus;https://www.iucnredlist.org/species/22696092/93543946;LC
1901-05-15;Gardouch;f_001;reproducteur;susceptible de provoquer des dégats;2;22692816;Porphyrio alleni;https://www.iucnredlist.org/species/22692816/93370659;LC
1909-09-25;Peyrissas;f_004;inconnu;auxiliaire;3;22720062;Carduelis citrinella;https://www.iucnredlist.org/species/22720062/111124877;LC
1899-12-13;Gardouch;f_004;reproducteur;auxiliaire;3;NA;Oceanodroma castro;NA;NA
1874-06-10;Peyrissas;f_003;migrateur;auxiliaire;4;22735002;Regulus ignicapilla;https://www.iucnredlist.org/species/22735002/87781502;LC
1884-12-13;Lavelanet;f_005;inconnu;auxiliaire;4;22720030;Fringilla coelebs;https://www.iucnredlist.org/species/22720030/155432370;LC
1883-10-25;Lavelanet;f_004;inconnu;susceptible de provoquer des dégats;3;22680459;Bucephala islandica;https://www.iucnredlist.org/species/22680459/132530132;LC
1888-06-01;Gardouch;f_002;reproducteur;susceptible de provoquer des dégats;3;22680459;Bucephala islandica;https://www.iucnredlist.org/species/22680459/132530132;LC
1880-01-31;Peyrissas;f_003;reproducteur;non concerné;3;22720441;Linaria cannabina;https://www.iucnredlist.org/species/22720441/132139778;LC
1884-05-25;Lavelanet;f_009;migrateur;auxiliaire;4;103768039;Emberiza spodocephala;https://www.iucnredlist.org/species/103768039/94694421;LC
1906-03-16;Gardouch;f_005;inconnu;susceptible de provoquer des dégats;2;22680163;Mareca americana;https://www.iucnredlist.org/species/22680163/92846924;LC
1900-04-02;Lavelanet;f_010;migrateur;auxiliaire;3;22718644;Prunella atrogularis;https://www.iucnredlist.org/species/22718644/88042898;LC
1869-02-21;Gardouch;f_006;migrateur;non concerné;3;22680358;Aythya ferina;https://www.iucnredlist.org/species/22680358/155473754;VU
1876-02-09;Peyrissas;f_003;reproducteur;auxiliaire;3;22714736;Acrocephalus dumetorum;https://www.iucnredlist.org/species/22714736/111098258;LC
1899-01-02;Lavelanet;f_007;migrateur;auxiliaire;3;22679946;Branta bernicla;https://www.iucnredlist.org/species/22679946/85966135;LC
1881-08-29;Lavelanet;f_008;migrateur;auxiliaire;4;22679480;Lyrurus tetrix;https://www.iucnredlist.org/species/22679480/85944601;LC
1893-07-11;Gardouch;f_002;inconnu;susceptible de provoquer des dégats;4;22686774;Tachymarptis melba;https://www.iucnredlist.org/species/22686774/86109107;LC
1871-09-06;Peyrissas;f_003;migrateur;non concerné;5;22680358;Aythya ferina;https://www.iucnredlist.org/species/22680358/155473754;VU
1902-09-17;Lavelanet;f_006;migrateur;auxiliaire;2;22694629;Sterna paradisaea;https://www.iucnredlist.org/species/22694629/132065195;LC
1898-12-31;Lavelanet;f_002;reproducteur;non concerné;3;22679946;Branta bernicla;https://www.iucnredlist.org/species/22679946/85966135;LC
1909-07-29;Gardouch;f_005;migrateur;non concerné;3;22720888;Emberiza cirlus;https://www.iucnredlist.org/species/22720888/132004013;LC
1896-05-06;Lavelanet;f_005;inconnu;non concerné;4;22683027;Alcedo atthis;https://www.iucnredlist.org/species/22683027/89575948;LC
1899-11-29;Peyrissas;f_002;inconnu;auxiliaire;4;103845882;Phylloscopus borealis;https://www.iucnredlist.org/species/103845882/87673832;LC
1871-03-13;Lavelanet;f_011;reproducteur;non concerné;2;22705921;Pyrrhocorax graculus;https://www.iucnredlist.org/species/22705921/87386602;LC
1880-02-08;Lavelanet;f_002;reproducteur;susceptible de provoquer des dégats;2;22692816;Porphyrio alleni;https://www.iucnredlist.org/species/22692816/93370659;LC
1899-03-24;Lavelanet;f_011;inconnu;auxiliaire;4;22720030;Fringilla coelebs;https://www.iucnredlist.org/species/22720030/155432370;LC
1888-05-05;Peyrissas;f_002;migrateur;non concerné;3;22708286;Monticola solitarius;https://www.iucnredlist.org/species/22708286/87933903;LC
1896-07-19;Peyrissas;f_002;reproducteur;auxiliaire;2;NA;Luscinia svecica;NA;NA
1885-02-13;Lavelanet;f_001;migrateur;susceptible de provoquer des dégats;3;61695117;Buteo buteo;https://www.iucnredlist.org/species/61695117/119279994;LC
1889-05-03;Gardouch;f_006;migrateur;non concerné;1;22694861;Cepphus grylle;https://www.iucnredlist.org/species/22694861/132577878;LC
1897-10-20;Lavelanet;f_008;inconnu;susceptible de provoquer des dégats;3;22696092;Hieraaetus pennatus;https://www.iucnredlist.org/species/22696092/93543946;LC
1896-09-15;Gardouch;f_006;inconnu;non concerné;3;22693220;Tringa nebularia;https://www.iucnredlist.org/species/22693220/86684205;LC
1877-02-02;Lavelanet;f_003;reproducteur;non concerné;2;103815402;Riparia paludicola;https://www.iucnredlist.org/species/103815402/94322868;LC
1881-01-17;Gardouch;f_002;inconnu;auxiliaire;2;22680163;Mareca americana;https://www.iucnredlist.org/species/22680163/92846924;LC
1890-06-23;Peyrissas;f_001;inconnu;auxiliaire;6;22696362;Falco tinnunculus;https://www.iucnredlist.org/species/22696362/93556429;LC
1871-05-21;Gardouch;f_002;migrateur;non concerné;1;103843725;Phylloscopus collybita;https://www.iucnredlist.org/species/103843725/155613186;LC
1871-07-03;Lavelanet;f_003;inconnu;susceptible de provoquer des dégats;3;22720030;Fringilla coelebs;https://www.iucnredlist.org/species/22720030/155432370;LC
1874-02-08;Peyrissas;f_002;reproducteur;non concerné;3;22705011;Lanius cristatus;https://www.iucnredlist.org/species/22705011/93995637;LC
1898-10-22;Gardouch;f_004;inconnu;auxiliaire;4;22710259;Oenanthe leucura;https://www.iucnredlist.org/species/22710259/132085979;LC
1887-04-14;Lavelanet;f_007;reproducteur;auxiliaire;2;22725044;Acanthis flammea;https://www.iucnredlist.org/species/22725044/155292529;LC
1869-05-31;Lavelanet;f_007;reproducteur;susceptible de provoquer des dégats;2;22708286;Monticola solitarius;https://www.iucnredlist.org/species/22708286/87933903;LC
1884-06-04;Gardouch;f_002;inconnu;auxiliaire;2;22716776;Panurus biarmicus;https://www.iucnredlist.org/species/22716776/87767500;LC
1896-09-28;Gardouch;f_001;migrateur;auxiliaire;1;22697834;Gavia arctica;https://www.iucnredlist.org/species/22697834/132606505;LC
1877-09-09;Peyrissas;f_003;migrateur;non concerné;2;22695174;Gypaetus barbatus;https://www.iucnredlist.org/species/22695174/118590506;NT
1894-10-01;Lavelanet;f_009;migrateur;susceptible de provoquer des dégats;3;22732425;Melanitta americana;https://www.iucnredlist.org/species/22732425/132662655;NT
1871-06-18;Lavelanet;f_010;inconnu;auxiliaire;3;103888106;Turdus merula;https://www.iucnredlist.org/species/103888106/87871094;LC
1874-05-25;Gardouch;f_002;reproducteur;non concerné;2;22714891;Iduna caligata;https://www.iucnredlist.org/species/22714891/111100210;LC
1890-08-24;Lavelanet;f_003;migrateur;auxiliaire;3;22721737;Setophaga striata;https://www.iucnredlist.org/species/22721737/131459482;NT
1879-01-15;Lavelanet;f_006;reproducteur;susceptible de provoquer des dégats;1;22705011;Lanius cristatus;https://www.iucnredlist.org/species/22705011/93995637;LC
1907-06-05;Lavelanet;f_011;inconnu;susceptible de provoquer des dégats;3;22696092;Hieraaetus pennatus;https://www.iucnredlist.org/species/22696092/93543946;LC
1879-01-02;Peyrissas;f_001;inconnu;non concerné;3;22735965;Periparus ater;https://www.iucnredlist.org/species/22735965/118835425;LC
1872-04-23;Gardouch;f_004;inconnu;non concerné;2;22735929;Larus cachinnans;https://www.iucnredlist.org/species/22735929/132665415;LC
1907-08-20;Lavelanet;f_009;reproducteur;non concerné;3;22721737;Setophaga striata;https://www.iucnredlist.org/species/22721737/131459482;NT
1875-07-13;Lavelanet;f_006;inconnu;auxiliaire;3;22694927;Fratercula arctica;https://www.iucnredlist.org/species/22694927/132581443;VU
1874-06-12;Lavelanet;f_010;migrateur;auxiliaire;3;22734972;Milvus migrans;https://www.iucnredlist.org/species/22734972/155599376;LC
1888-08-27;Lavelanet;f_006;reproducteur;susceptible de provoquer des dégats;3;22680492;Mergus merganser;https://www.iucnredlist.org/species/22680492/132054083;LC
1871-11-11;Lavelanet;f_005;inconnu;non concerné;4;22695028;Elanus caeruleus;https://www.iucnredlist.org/species/22695028/152521997;LC
1873-09-10;Peyrissas;f_003;inconnu;susceptible de provoquer des dégats;3;22680405;Somateria mollissima;https://www.iucnredlist.org/species/22680405/132525971;NT
1880-02-03;Peyrissas;f_001;migrateur;susceptible de provoquer des dégats;3;22714891;Iduna caligata;https://www.iucnredlist.org/species/22714891/111100210;LC
1887-06-11;Lavelanet;f_008;migrateur;non concerné;3;22697834;Gavia arctica;https://www.iucnredlist.org/species/22697834/132606505;LC
1875-12-03;Peyrissas;f_003;reproducteur;auxiliaire;2;22693740;Pluvialis dominica;https://www.iucnredlist.org/species/22693740/93420396;LC
1889-02-18;Lavelanet;f_008;reproducteur;auxiliaire;4;22714891;Iduna caligata;https://www.iucnredlist.org/species/22714891/111100210;LC
1870-03-01;Lavelanet;f_003;reproducteur;auxiliaire;1;103888106;Turdus merula;https://www.iucnredlist.org/species/103888106/87871094;LC
1889-11-20;Gardouch;f_004;migrateur;non concerné;2;22720041;Fringilla montifringilla;https://www.iucnredlist.org/species/22720041/88203665;LC
1904-09-24;Gardouch;f_002;inconnu;susceptible de provoquer des dégats;4;22692816;Porphyrio alleni;https://www.iucnredlist.org/species/22692816/93370659;LC
1872-10-20;Gardouch;f_001;migrateur;auxiliaire;4;22680163;Mareca americana;https://www.iucnredlist.org/species/22680163/92846924;LC
1875-11-12;Lavelanet;f_006;inconnu;non concerné;3;22705921;Pyrrhocorax graculus;https://www.iucnredlist.org/species/22705921/87386602;LC
1908-02-16;Gardouch;f_004;migrateur;non concerné;3;NA;Chroicocephalus philadelphia;NA;NA
1897-05-28;Lavelanet;f_005;inconnu;susceptible de provoquer des dégats;2;22714736;Acrocephalus dumetorum;https://www.iucnredlist.org/species/22714736/111098258;LC
1873-10-23;Lavelanet;f_002;migrateur;non concerné;3;22735965;Periparus ater;https://www.iucnredlist.org/species/22735965/118835425;LC
1868-07-22;Lavelanet;f_004;migrateur;susceptible de provoquer des dégats;2;22720969;Emberiza rutila;https://www.iucnredlist.org/species/22720969/94692628;LC
1874-05-13;Gardouch;f_001;migrateur;non concerné;3;22734972;Milvus migrans;https://www.iucnredlist.org/species/22734972/155599376;LC
1875-02-27;Lavelanet;f_004;migrateur;non concerné;3;22721762;Setophaga ruticilla;https://www.iucnredlist.org/species/22721762/94729665;LC
1909-09-01;Gardouch;f_004;inconnu;susceptible de provoquer des dégats;6;22734972;Milvus migrans;https://www.iucnredlist.org/species/22734972/155599376;LC
1870-01-09;Gardouch;f_002;inconnu;susceptible de provoquer des dégats;4;103768039;Emberiza spodocephala;https://www.iucnredlist.org/species/103768039/94694421;LC
1881-08-11;Lavelanet;f_009;reproducteur;susceptible de provoquer des dégats;4;22709315;Ficedula albicollis;https://www.iucnredlist.org/species/22709315/155539425;LC
1871-07-06;Gardouch;f_006;inconnu;susceptible de provoquer des dégats;1;22689714;Chordeiles minor;https://www.iucnredlist.org/species/22689714/93244252;LC
1871-12-07;Gardouch;f_004;reproducteur;non concerné;5;22710259;Oenanthe leucura;https://www.iucnredlist.org/species/22710259/132085979;LC
1870-01-24;Lavelanet;f_003;inconnu;susceptible de provoquer des dégats;5;22697008;Ardea melanocephala;https://www.iucnredlist.org/species/22697008/93598165;LC
1909-12-25;Peyrissas;f_001;migrateur;susceptible de provoquer des dégats;0;22710259;Oenanthe leucura;https://www.iucnredlist.org/species/22710259/132085979;LC
1901-06-04;Lavelanet;f_002;inconnu;non concerné;2;22714657;Locustella naevia;https://www.iucnredlist.org/species/22714657/118740792;LC
1892-05-19;Lavelanet;f_011;reproducteur;susceptible de provoquer des dégats;2;22697842;Gavia immer;https://www.iucnredlist.org/species/22697842/132607418;LC
1883-02-14;Gardouch;f_003;inconnu;susceptible de provoquer des dégats;4;22697842;Gavia immer;https://www.iucnredlist.org/species/22697842/132607418;LC
1871-09-22;Lavelanet;f_002;migrateur;susceptible de provoquer des dégats;4;22736108;Turdus atrogularis;https://www.iucnredlist.org/species/22736108/119726457;LC
1886-11-16;Peyrissas;f_002;inconnu;auxiliaire;4;NA;Porzana pusilla;NA;NA
1909-09-17;Gardouch;f_001;reproducteur;susceptible de provoquer des dégats;1;22698375;Thalassarche melanophris;https://www.iucnredlist.org/species/22698375/132643647;LC
1874-03-17;Lavelanet;f_001;reproducteur;susceptible de provoquer des dégats;2;22706016;Corvus corone;https://www.iucnredlist.org/species/22706016/118784397;LC
1907-04-03;Gardouch;f_003;reproducteur;susceptible de provoquer des dégats;4;22697834;Gavia arctica;https://www.iucnredlist.org/species/22697834/132606505;LC
1909-10-20;Lavelanet;f_011;inconnu;non concerné;3;22693464;Calidris falcinellus;https://www.iucnredlist.org/species/22693464/155481741;LC
1892-07-19;Gardouch;f_003;migrateur;susceptible de provoquer des dégats;2;22698132;Bulweria bulwerii;https://www.iucnredlist.org/species/22698132/132627626;LC
1902-03-14;Peyrissas;f_003;inconnu;susceptible de provoquer des dégats;3;22735985;Cyanistes cyanus;https://www.iucnredlist.org/species/22735985/87434883;LC
1878-12-21;Lavelanet;f_007;reproducteur;non concerné;2;22708286;Monticola solitarius;https://www.iucnredlist.org/species/22708286/87933903;LC
1904-07-27;Lavelanet;f_007;inconnu;susceptible de provoquer des dégats;4;22694841;Uria aalge;https://www.iucnredlist.org/species/22694841/132577296;LC
1886-06-20;Peyrissas;f_001;migrateur;non concerné;3;22679603;Callipepla californica;https://www.iucnredlist.org/species/22679603/131906420;LC
1890-01-06;Gardouch;f_006;inconnu;susceptible de provoquer des dégats;3;103845882;Phylloscopus borealis;https://www.iucnredlist.org/species/103845882/87673832;LC
1874-09-09;Lavelanet;f_010;reproducteur;auxiliaire;3;22736108;Turdus atrogularis;https://www.iucnredlist.org/species/22736108/119726457;LC
1906-12-27;Gardouch;f_006;reproducteur;susceptible de provoquer des dégats;2;22725044;Acanthis flammea;https://www.iucnredlist.org/species/22725044/155292529;LC
1896-07-13;Lavelanet;f_009;migrateur;auxiliaire;3;22732425;Melanitta americana;https://www.iucnredlist.org/species/22732425/132662655;NT
1906-12-24;Lavelanet;f_008;migrateur;auxiliaire;2;22678944;Coturnix coturnix;https://www.iucnredlist.org/species/22678944/131904485;LC
1885-03-01;Peyrissas;f_001;inconnu;auxiliaire;3;22694136;Glareola nordmanni;https://www.iucnredlist.org/species/22694136/90086476;NT
1904-01-31;Gardouch;f_002;inconnu;non concerné;3;NA;Ichthyaetus audouinii;NA;NA
1871-11-21;Gardouch;f_004;reproducteur;auxiliaire;2;22680455;Bucephala clangula;https://www.iucnredlist.org/species/22680455/132529366;LC
1898-03-03;Gardouch;f_006;migrateur;susceptible de provoquer des dégats;3;103811886;Delichon urbicum;https://www.iucnredlist.org/species/103811886/118748864;LC
1883-01-02;Gardouch;f_003;reproducteur;non concerné;2;22710051;Phoenicurus ochruros;https://www.iucnredlist.org/species/22710051/155610899;LC
1872-02-22;Lavelanet;f_008;reproducteur;auxiliaire;4;22721737;Setophaga striata;https://www.iucnredlist.org/species/22721737/131459482;NT
1878-11-06;Gardouch;f_005;migrateur;non concerné;3;22680317;Sibirionetta formosa;https://www.iucnredlist.org/species/22680317/92855272;LC
1899-07-18;Peyrissas;f_004;migrateur;auxiliaire;3;NA;Chroicocephalus philadelphia;NA;NA
1901-02-28;Lavelanet;f_007;reproducteur;auxiliaire;4;22679480;Lyrurus tetrix;https://www.iucnredlist.org/species/22679480/85944601;LC
1872-07-10;Peyrissas;f_004;inconnu;non concerné;4;22696092;Hieraaetus pennatus;https://www.iucnredlist.org/species/22696092/93543946;LC
1869-09-17;Lavelanet;f_001;migrateur;auxiliaire;3;22694497;Rissa tridactyla;https://www.iucnredlist.org/species/22694497/155617539;VU
1908-07-12;Peyrissas;f_001;migrateur;non concerné;3;22714891;Iduna caligata;https://www.iucnredlist.org/species/22714891/111100210;LC
1891-07-08;Lavelanet;f_010;inconnu;non concerné;3;103815402;Riparia paludicola;https://www.iucnredlist.org/species/103815402/94322868;LC
1904-04-19;Gardouch;f_001;reproducteur;auxiliaire;2;22694136;Glareola nordmanni;https://www.iucnredlist.org/species/22694136/90086476;NT
1886-10-03;Lavelanet;f_006;migrateur;auxiliaire;3;22720969;Emberiza rutila;https://www.iucnredlist.org/species/22720969/94692628;LC
1885-09-25;Gardouch;f_006;migrateur;susceptible de provoquer des dégats;2;22681382;Dryocopus martius;https://www.iucnredlist.org/species/22681382/87301348;LC
1897-11-06;Gardouch;f_004;reproducteur;auxiliaire;1;103811886;Delichon urbicum;https://www.iucnredlist.org/species/103811886/118748864;LC
1897-01-12;Gardouch;f_004;reproducteur;susceptible de provoquer des dégats;2;22714445;Cettia cetti;https://www.iucnredlist.org/species/22714445/111073290;LC
1890-04-30;Peyrissas;f_002;migrateur;auxiliaire;3;22694497;Rissa tridactyla;https://www.iucnredlist.org/species/22694497/155617539;VU
1871-06-17;Lavelanet;f_009;migrateur;non concerné;3;22693868;Charadrius asiaticus;https://www.iucnredlist.org/species/22693868/131930637;LC
1872-02-02;Gardouch;f_001;reproducteur;susceptible de provoquer des dégats;3;22714445;Cettia cetti;https://www.iucnredlist.org/species/22714445/111073290;LC
1903-04-08;Gardouch;f_001;inconnu;susceptible de provoquer des dégats;4;22720062;Carduelis citrinella;https://www.iucnredlist.org/species/22720062/111124877;LC
1892-06-18;Lavelanet;f_011;migrateur;auxiliaire;5;22686709;Chaetura pelagica;https://www.iucnredlist.org/species/22686709/131792415;VU
1895-05-30;Gardouch;f_004;inconnu;non concerné;3;22714696;Acrocephalus paludicola;https://www.iucnredlist.org/species/22714696/110042215;VU
1872-05-30;Gardouch;f_004;migrateur;non concerné;4;22720888;Emberiza cirlus;https://www.iucnredlist.org/species/22720888/132004013;LC
1909-08-27;Peyrissas;f_001;inconnu;susceptible de provoquer des dégats;3;22698375;Thalassarche melanophris;https://www.iucnredlist.org/species/22698375/132643647;LC
1896-09-18;Lavelanet;f_011;reproducteur;auxiliaire;2;22709696;Luscinia megarhynchos;https://www.iucnredlist.org/species/22709696/111760622;LC
1899-12-12;Lavelanet;f_007;reproducteur;non concerné;1;22706016;Corvus corone;https://www.iucnredlist.org/species/22706016/118784397;LC
1896-01-17;Lavelanet;f_006;migrateur;auxiliaire;2;22679480;Lyrurus tetrix;https://www.iucnredlist.org/species/22679480/85944601;LC
1870-12-10;Lavelanet;f_005;reproducteur;auxiliaire;4;22714445;Cettia cetti;https://www.iucnredlist.org/species/22714445/111073290;LC
1871-01-11;Lavelanet;f_008;reproducteur;non concerné;3;22694497;Rissa tridactyla;https://www.iucnredlist.org/species/22694497/155617539;VU
1900-01-03;Lavelanet;f_006;inconnu;non concerné;4;22680492;Mergus merganser;https://www.iucnredlist.org/species/22680492/132054083;LC
1874-07-27;Gardouch;f_003;migrateur;auxiliaire;2;22693404;Calidris bairdii;https://www.iucnredlist.org/species/22693404/129653281;LC
1879-12-30;Lavelanet;f_008;reproducteur;susceptible de provoquer des dégats;1;NA;Acanthis hornemanni;NA;NA
1897-10-12;Gardouch;f_001;inconnu;non concerné;2;22694841;Uria aalge;https://www.iucnredlist.org/species/22694841/132577296;LC
1895-04-29;Peyrissas;f_004;migrateur;auxiliaire;5;22714696;Acrocephalus paludicola;https://www.iucnredlist.org/species/22714696/110042215;VU
1902-03-29;Lavelanet;f_010;migrateur;susceptible de provoquer des dégats;3;22693211;Tringa totanus;https://www.iucnredlist.org/species/22693211/86687799;LC
1870-10-21;Gardouch;f_006;reproducteur;auxiliaire;3;22710051;Phoenicurus ochruros;https://www.iucnredlist.org/species/22710051/155610899;LC
1906-02-02;Lavelanet;f_002;migrateur;auxiliaire;3;45100023;Phasianus colchicus;https://www.iucnredlist.org/species/45100023/85926819;LC
1879-07-27;Lavelanet;f_003;migrateur;auxiliaire;2;22686709;Chaetura pelagica;https://www.iucnredlist.org/species/22686709/131792415;VU
1908-10-20;Lavelanet;f_007;inconnu;susceptible de provoquer des dégats;3;22680358;Aythya ferina;https://www.iucnredlist.org/species/22680358/155473754;VU
1887-01-20;Lavelanet;f_001;inconnu;non concerné;2;22727969;Himantopus himantopus;https://www.iucnredlist.org/species/22727969/155440465;LC
1907-12-13;Peyrissas;f_002;reproducteur;auxiliaire;3;22678944;Coturnix coturnix;https://www.iucnredlist.org/species/22678944/131904485;LC
1903-03-30;Lavelanet;f_006;migrateur;susceptible de provoquer des dégats;2;22710051;Phoenicurus ochruros;https://www.iucnredlist.org/species/22710051/155610899;LC
1893-04-08;Lavelanet;f_008;inconnu;non concerné;3;22693220;Tringa nebularia;https://www.iucnredlist.org/species/22693220/86684205;LC
1884-10-03;Gardouch;f_006;inconnu;non concerné;3;103811886;Delichon urbicum;https://www.iucnredlist.org/species/103811886/118748864;LC
1885-05-14;Lavelanet;f_004;inconnu;non concerné;2;22680229;Spatula discors;https://www.iucnredlist.org/species/22680229/92850997;LC
1904-09-03;Peyrissas;f_004;inconnu;auxiliaire;4;22732425;Melanitta americana;https://www.iucnredlist.org/species/22732425/132662655;NT
1876-06-14;Lavelanet;f_001;reproducteur;non concerné;2;22697211;Nycticorax nycticorax;https://www.iucnredlist.org/species/22697211/155515762;LC
1899-10-20;Gardouch;f_006;inconnu;auxiliaire;4;22680358;Aythya ferina;https://www.iucnredlist.org/species/22680358/155473754;VU
1886-09-14;Gardouch;f_001;reproducteur;susceptible de provoquer des dégats;1;22720041;Fringilla montifringilla;https://www.iucnredlist.org/species/22720041/88203665;LC
1899-09-23;Gardouch;f_001;inconnu;auxiliaire;3;22697008;Ardea melanocephala;https://www.iucnredlist.org/species/22697008/93598165;LC
1873-02-11;Lavelanet;f_001;migrateur;auxiliaire;4;22708286;Monticola solitarius;https://www.iucnredlist.org/species/22708286/87933903;LC
1889-01-23;Peyrissas;f_002;reproducteur;non concerné;2;22714445;Cettia cetti;https://www.iucnredlist.org/species/22714445/111073290;LC
1895-11-30;Lavelanet;f_009;reproducteur;non concerné;5;22705011;Lanius cristatus;https://www.iucnredlist.org/species/22705011/93995637;LC
1891-02-25;Gardouch;f_005;migrateur;non concerné;1;NA;Chroicocephalus ridibundus;NA;NA
1909-09-15;Lavelanet;f_006;migrateur;auxiliaire;4;22727969;Himantopus himantopus;https://www.iucnredlist.org/species/22727969/155440465;LC
1900-04-07;Peyrissas;f_004;inconnu;non concerné;2;22712427;Petrochelidon pyrrhonota;https://www.iucnredlist.org/species/22712427/94333165;LC
1891-08-22;Gardouch;f_001;inconnu;auxiliaire;3;22693220;Tringa nebularia;https://www.iucnredlist.org/species/22693220/86684205;LC
1905-06-13;Peyrissas;f_004;reproducteur;auxiliaire;1;62120190;Gallinula chloropus;https://www.iucnredlist.org/species/62120190/155506651;LC
1877-08-10;Lavelanet;f_003;migrateur;susceptible de provoquer des dégats;3;22694927;Fratercula arctica;https://www.iucnredlist.org/species/22694927/132581443;VU
1868-09-18;Peyrissas;f_002;migrateur;auxiliaire;2;22720888;Emberiza cirlus;https://www.iucnredlist.org/species/22720888/132004013;LC
1875-11-22;Gardouch;f_004;migrateur;auxiliaire;3;22708286;Monticola solitarius;https://www.iucnredlist.org/species/22708286/87933903;LC
